meallion-livekit  | 2026-03-09T12:14:33.215Z	INFO	livekit	server/main.go:208	starting in development mode
meallion-livekit  | 2026-03-09T15:06:14.424Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "419.205µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:06:14.431Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773068656551", "duration": "357.376µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:06:17.835Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773068656551", "roomID": "RM_TDS2qmykvvKk", "participant": "user-rbnfr5m", "pID": "PA_vGBXDavMpJp6", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
meallion-livekit  | 2026-03-09T15:06:18.682Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773068656551", "roomID": "RM_TDS2qmykvvKk", "participant": "agent-AJ_mT4EtoMPgHym", "pID": "PA_QaBAe8BRHoRd", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
meallion-livekit  | 2026-03-09T15:06:18.690Z	INFO	livekit.agents	agent/worker.go:511	job ended	{"workerID": "AW_N5gb6RRpJpR4", "agentName": "", "jobType": "JT_ROOM", "jobID": "AJ_mT4EtoMPgHym", "status": "JS_FAILED", "error": "agent worker left the room"}
meallion-livekit  | 2026-03-09T15:06:38.777Z	INFO	livekit.room	rtc/room.go:911	closing room	{"room": "web-1773068656551", "roomID": "RM_TDS2qmykvvKk"}
meallion-livekit  | 2026-03-09T15:06:38.779Z	INFO	livekit	service/roommanager.go:168	deleting room state	{"room": "web-1773068656551"}
meallion-livekit  | 2026-03-09T15:06:38.781Z	INFO	livekit.room	service/roommanager.go:626	room closed	{"room": "web-1773068656551", "roomID": "RM_TDS2qmykvvKk"}
meallion-livekit  | 2026-03-09T15:12:56.245Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "420.035µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:13:01.294Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "184.392µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:13:06.312Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "223.507µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:13:11.343Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "372.883µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:13:16.367Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "244.778µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:20:03.535Z	INFO	livekit.agents	service/agentservice.go:310	last worker deregistered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_N5gb6RRpJpR4"}
meallion-livekit  | 2026-03-09T15:20:03.535Z	INFO	livekit.agents	agent/worker.go:450	closing worker	{"workerID": "AW_N5gb6RRpJpR4", "agentName": "", "jobType": "JT_ROOM", "workerID": "AW_N5gb6RRpJpR4", "jobType": "JT_ROOM", "agentName": ""}
meallion-livekit  | 2026-03-09T15:20:06.996Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "214.716µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:20:07.087Z	INFO	livekit.agents	service/agentservice.go:275	worker registered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_o5bn2P4jzWvw"}
meallion-livekit  | 2026-03-09T15:20:56.982Z	INFO	livekit.agents	service/agentservice.go:310	last worker deregistered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_o5bn2P4jzWvw"}
meallion-livekit  | 2026-03-09T15:20:56.983Z	INFO	livekit.agents	agent/worker.go:450	closing worker	{"workerID": "AW_o5bn2P4jzWvw", "agentName": "", "jobType": "JT_ROOM", "workerID": "AW_o5bn2P4jzWvw", "jobType": "JT_ROOM", "agentName": ""}
meallion-livekit  | 2026-03-09T15:21:00.112Z	INFO	livekit.agents	service/agentservice.go:275	worker registered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_CiTQkAEKDxS2"}
meallion-livekit  | 2026-03-09T15:21:00.138Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "306.951µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:25:30.132Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "244.594µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:25:35.195Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "328.054µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:28:39.677Z	INFO	livekit	service/roomallocator.go:164	selected node for room	{"room": "web-1773070119249", "selectedNodeID": "ND_ALMuejYXBgjz"}
meallion-livekit  | 2026-03-09T15:28:39.681Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "room": "web-1773070119249", "nodeID": "ND_ALMuejYXBgjz", "numParticipants": 0, "participantInit": {"Identity": "user-xabwvzu", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": true, "Client": {"sdk": "JS", "version": "2.16.1", "protocol": 16, "os": "Windows", "osVersion": "10", "deviceModel": "Other", "browser": "Chrome", "browserVersion": "145.0.0"}, "Grants": {"Identity": "", "Kind": "", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773070119249", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": "not-set", "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": false, "CanSubscribeMetrics": "not-set"}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773070119249"}}}
meallion-livekit  | 2026-03-09T15:28:39.718Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:55595->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:39.719Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:59122->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:39.756Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:39.763Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:39.770Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:39.770Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:39.770Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:39.799Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:56827->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:39.814Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:52667->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:39.896Z	INFO	livekit.agents	service/agentservice.go:384	assigned job to worker	{"jobID": "AJ_fRjA2BaYCKEr", "namespace": "", "agentName": "", "room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "workerID": "AW_CiTQkAEKDxS2"}
meallion-livekit  | 2026-03-09T15:28:39.913Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:51714 (resolved: 172.18.0.3:51714)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][trickle] udp4 srflx 49.36.243.72:55746 related 0.0.0.0:53072 (resolved: 49.36.243.72:55746)", "[local][trickle] udp4 srflx 49.36.243.72:55745 related 0.0.0.0:59861 (resolved: 49.36.243.72:55745)", "[local][trickle] udp4 srflx 49.36.243.72:55747 related 0.0.0.0:50623 (resolved: 49.36.243.72:55747)", "[remote][trickle] udp4 host 172.30.64.1:55731", "[remote][selected:1][trickle] udp4 host 192.168.29.80:55732", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:496b:3c36:ae41:e...:55733", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:55734"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:58047 (resolved: 172.18.0.3:58047)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][trickle] udp4 srflx 49.36.243.72:64617 related 0.0.0.0:58622 (resolved: 49.36.243.72:64617)", "[local][trickle] udp4 srflx 49.36.243.72:64615 related 0.0.0.0:59737 (resolved: 49.36.243.72:64615)", "[local][trickle] udp4 srflx 49.36.243.72:64616 related 0.0.0.0:50408 (resolved: 49.36.243.72:64616)", "[remote][trickle] udp4 host 172.30.64.1:55727", "[remote][selected:1][trickle] udp4 host 192.168.29.80:55728", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:496b:3c36:ae41:e...:55729", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:55730", "[remote][trickle] udp4 srflx 49.36.243...:55728  related 192.168.29.80:55728"], "connectionType": "udp"}
meallion-livekit  | 2026-03-09T15:28:39.975Z	INFO	livekit.transport	rtc/transport.go:546	ice reconnected or switched pair	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER", "existingPair": {"localProtocol": "udp", "localCandidateType": "host", "localAdddress": "172.18.0.3", "localPort": 51714, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAdddress": "192.168.29.80", "remotePort": 55732}, "newPair": {"localProtocol": "udp", "localCandidateType": "host", "localAdddress": "172.18.0.3", "localPort": 51714, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAdddress": "172.30.64.1", "remotePort": 55731}}
meallion-livekit  | 2026-03-09T15:28:40.076Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "room": "web-1773070119249", "nodeID": "ND_ALMuejYXBgjz", "numParticipants": 1, "participantInit": {"Identity": "agent-AJ_fRjA2BaYCKEr", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": false, "Client": {"sdk": "PYTHON", "version": "1.1.2", "protocol": 16}, "Grants": {"Identity": "", "Kind": "agent", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773070119249", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": true, "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": true, "CanSubscribeMetrics": false}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773070119249"}}}
meallion-livekit  | 2026-03-09T15:28:40.083Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:53739->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:40.083Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:58996->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:40.295Z	INFO	livekit.pub	rtc/participant.go:1791	mediaTrack published	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "kind": "audio", "trackID": "TR_AMgpxy7wb56UJM", "webrtcTrackID": "f9e90780-2882-400a-b530-6ce8e8127c83", "rid": "", "SSRC": 2941556919, "mime": "audio/red", "trackInfo": {"sid": "TR_AMgpxy7wb56UJM", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1773070120293130}}, "fromSdp": true}
meallion-livekit  | 2026-03-09T15:28:40.670Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:40.671Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:40.678Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:40.722Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:57170->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:40.722Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:52806->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T15:28:41.285Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T15:28:42.457Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:51506 (resolved: 172.18.0.3:51506)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][trickle] udp4 srflx 49.36.243.72:55751 related 0.0.0.0:52865 (resolved: 49.36.243.72:55751)", "[local][trickle] udp4 srflx 49.36.243.72:55753 related 0.0.0.0:53241 (resolved: 49.36.243.72:55753)", "[local][trickle] udp4 srflx 49.36.243.72:55752 related 0.0.0.0:50790 (resolved: 49.36.243.72:55752)", "[remote][selected:1][trickle] udp4 host 172.18.0.5:46663", "[remote][trickle] udp4 srflx 49.36.243...:55754  related 172.18.0.5:46663", "[remote][trickle] tcp4 host 172.18.0.5:60013", "[remote][trickle] udp4 srflx 49.36.243...:55755  related 172.18.0.5:46663"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:52007 (resolved: 172.18.0.3:52007)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][trickle] udp4 srflx 49.36.243.72:55749 related 0.0.0.0:52637 (resolved: 49.36.243.72:55749)", "[local][trickle] udp4 srflx 49.36.243.72:55748 related 0.0.0.0:59212 (resolved: 49.36.243.72:55748)", "[local][trickle] udp4 srflx 49.36.243.72:55750 related 0.0.0.0:51294 (resolved: 49.36.243.72:55750)", "[remote][trickle] udp4 host 172.18.0.5:54576", "[remote][selected:1][trickle] udp4 prflx 172.18.0.5:54576"], "connectionType": "udp"}
meallion-livekit  | 2026-03-09T15:28:47.899Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "225.493µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:28:47.900Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773070119249", "duration": "352.257µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:28:49.475Z	INFO	livekit.pub	rtc/participant.go:1791	mediaTrack published	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "kind": "audio", "trackID": "TR_AMRyRfYygBsSVR", "webrtcTrackID": "82f64c15-9984-4628-a78b-480f64a3d79e", "rid": "", "SSRC": 326778221, "mime": "audio/red", "trackInfo": {"sid": "TR_AMRyRfYygBsSVR", "type": "AUDIO", "name": "assistant_voice", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1773070129474087}}, "fromSdp": true}
meallion-livekit  | 2026-03-09T15:33:34.994Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "249.341µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:33:34.996Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773070119249", "duration": "437.818µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:34:58.858Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773070119249", "duration": "407.876µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:46:22.899Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
meallion-livekit  | 2026-03-09T15:46:22.917Z	WARN	livekit.transport	rtc/transport.go:782	error reading data channel	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER", "label": "_lossy", "error": "[0xc00193c1e0] abort chunk, with following errors: (User Initiated Abort: Close called)"}
meallion-livekit  | 2026-03-09T15:46:22.918Z	WARN	livekit.transport	rtc/transport.go:782	error reading data channel	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "user-xabwvzu", "pID": "PA_rmjs2AGbBDcV", "remote": false, "transport": "PUBLISHER", "label": "_reliable", "error": "[0xc00193c1e0] abort chunk, with following errors: (User Initiated Abort: Close called)"}
meallion-livekit  | 2026-03-09T15:46:23.958Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp", "participant": "agent-AJ_fRjA2BaYCKEr", "pID": "PA_UTkAdg67sLYR", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
meallion-livekit  | 2026-03-09T15:46:24.036Z	INFO	livekit.agents	agent/worker.go:511	job ended	{"workerID": "AW_CiTQkAEKDxS2", "agentName": "", "jobType": "JT_ROOM", "jobID": "AJ_fRjA2BaYCKEr", "status": "JS_FAILED", "error": "agent worker left the room"}
meallion-livekit  | 2026-03-09T15:46:25.606Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "339.241µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:46:25.608Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773070119249", "duration": "295.7µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:46:29.999Z	INFO	livekit.room	service/roommanager.go:808	deleting room	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp"}
meallion-livekit  | 2026-03-09T15:46:29.999Z	INFO	livekit.room	rtc/room.go:911	closing room	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp"}
meallion-livekit  | 2026-03-09T15:46:29.999Z	INFO	livekit	service/roommanager.go:168	deleting room state	{"room": "web-1773070119249"}
meallion-livekit  | 2026-03-09T15:46:30.000Z	INFO	livekit.room	service/roommanager.go:626	room closed	{"room": "web-1773070119249", "roomID": "RM_tmcYZRNzqFpp"}
meallion-livekit  | 2026-03-09T15:46:30.001Z	INFO	livekit.api	service/twirp.go:124	API RoomService.DeleteRoom	{"service": "RoomService", "method": "DeleteRoom", "room": "web-1773070119249", "duration": "16.299687ms", "status": "200"}
meallion-livekit  | 2026-03-09T15:46:30.036Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "293.729µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:46:35.071Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "312.604µs", "status": "200"}
meallion-livekit  | 2026-03-09T15:46:40.105Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "268.456µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:26:44.315Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "801.893µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:26:49.378Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "391.369µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:26:53.671Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "461.73µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:26:58.691Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "234.725µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:27:03.721Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "403.561µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:27:08.744Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "354.427µs", "status": "200"}
meallion-livekit  | 2026-03-09T16:27:11.357Z	INFO	livekit	service/roomallocator.go:164	selected node for room	{"room": "web-1773073630735", "selectedNodeID": "ND_ALMuejYXBgjz"}
